number,position,Q1,Q2,Q3,driverId,constructorId,season,round
21,15,1:22.541,1:22.076,,speed,toro_rosso,2006,8
18,16,1:22.860,1:22.207,,monteiro,mf1,2006,8
9,17,1:23.129,,,webber,williams,2006,8
19,18,1:23.210,,,albers,mf1,2006,8
12,19,1:23.247,,,button,honda,2006,8
22,20,1:26.158,,,sato,super_aguri,2006,8
23,21,1:26.316,,,montagny,super_aguri,2006,8
8,22,,,,trulli,toyota,2006,8
1,1,1:24.002,1:22.914,1:22.275,vettel,red_bull,2011,13
3,2,1:23.976,1:23.172,1:22.725,hamilton,mclaren,2011,13
4,3,1:24.013,1:23.031,1:22.777,button,mclaren,2011,13
5,4,1:24.134,1:23.342,1:22.841,alonso,ferrari,2011,13
2,5,1:24.148,1:23.387,1:22.972,webber,red_bull,2011,13
6,6,1:24.523,1:23.681,1:23.188,massa,ferrari,2011,13
10,7,1:24.486,1:23.741,1:23.530,petrov,renault,2011,13
7,8,1:25.108,1:23.671,1:23.777,michael_schumacher,mercedes,2011,13
8,9,1:24.550,1:23.335,1:24.477,rosberg,mercedes,2011,13
9,10,1:24.914,1:24.157,,bruno_senna,renault,2011,13
15,11,1:24.574,1:24.163,,resta,force_india,2011,13
14,12,1:24.595,1:24.209,,sutil,force_india,2011,13
11,13,1:24.975,1:24.648,,barrichello,williams,2011,13
12,14,1:24.798,1:24.726,,maldonado,williams,2011,13
17,15,1:25.113,1:24.845,,perez,sauber,2011,13
18,16,1:25.164,1:24.932,,buemi,toro_rosso,2011,13
16,17,1:24.879,1:25.065,,kobayashi,sauber,2011,13
19,18,1:25.334,,,alguersuari,toro_rosso,2011,13
21,19,1:26.647,,,trulli,lotus_racing,2011,13
20,20,1:27.184,,,kovalainen,lotus_racing,2011,13
24,21,1:27.591,,,glock,virgin,2011,13
25,22,1:27.609,,,ambrosio,virgin,2011,13
22,23,1:28.054,,,ricciardo,hrt,2011,13
23,24,1:28.231,,,liuzzi,hrt,2011,13
28,1,1:20.608,,,berger,ferrari,1994,13
0,2,1:20.766,,,damon_hill,williams,1994,13
2,3,1:21.033,,,coulthard,williams,1994,13
7,4,1:21.251,,,hakkinen,mclaren,1994,13
27,5,1:21.517,,,alesi,ferrari,1994,13
3,6,1:21.590,,,katayama,tyrrell,1994,13
8,7,1:21.656,,,brundle,mclaren,1994,13
14,8,1:21.796,,,barrichello,jordan,1994,13
30,9,1:21.921,,,frentzen,sauber,1994,13
6,10,1:22.000,,,verstappen,benetton,1994,13
9,11,1:22.132,,,fittipaldi,footwork,1994,13
4,12,1:22.288,,,blundell,tyrrell,1994,13
15,13,1:22.294,,,irvine,jordan,1994,13
5,14,1:22.369,,,lehto,benetton,1994,13
26,15,1:22.672,,,panis,ligier,1994,13
10,16,1:22.756,,,morbidelli,footwork,1994,13
29,17,1:22.885,,,cesaris,sauber,1994,13
23,18,1:23.243,,,martini,minardi,1994,13
24,19,1:23.364,,,alboreto,minardi,1994,13
12,20,1:23.408,,,herbert,team_lotus,1994,13
25,21,1:23.699,,,bernard,ligier,1994,13
20,22,1:24.192,,,comas,larrousse,1994,13
19,23,1:24.438,,,dalmas,larrousse,1994,13
31,24,1:24.514,,,brabham,simtek,1994,13
11,25,1:25.313,,,adams,team_lotus,1994,13
32,26,1:25.649,,,gounon,simtek,1994,13
5,1,1:30.346,,,damon_hill,williams,1996,3
1,2,1:30.598,,,michael_schumacher,ferrari,1996,3
6,3,1:30.907,,,villeneuve,williams,1996,3
3,4,1:31.038,,,alesi,benetton,1996,3
4,5,1:31.262,,,berger,benetton,1996,3
11,6,1:31.404,,,barrichello,jordan,1996,3
17,7,1:31.615,,,verstappen,footwork,1996,3
7,8,1:31.801,,,hakkinen,mclaren,1996,3
8,9,1:32.001,,,coulthard,mclaren,1996,3
2,10,1:32.058,,,irvine,ferrari,1996,3
15,11,1:32.130,,,frentzen,sauber,1996,3
9,12,1:32.177,,,panis,ligier,1996,3
18,13,1:32.407,,,katayama,tyrrell,1996,3
21,14,1:32.502,,,marques,minardi,1996,3
12,15,1:32.696,,,brundle,jordan,1996,3
19,16,1:32.903,,,salo,tyrrell,1996,3
14,17,1:33.256,,,herbert,sauber,1996,3
10,18,1:33.424,,,diniz,ligier,1996,3
20,19,1:33.727,,,lamy,minardi,1996,3
16,20,1:33.752,,,rosset,footwork,1996,3
22,21,1:34.830,,,badoer,forti,1996,3
23,22,1:35.651,,,montermini,forti,1996,3
27,1,1:23.844,,,alesi,ferrari,1994,12
28,2,1:23.978,,,berger,ferrari,1994,12
0,3,1:24.158,,,damon_hill,williams,1994,12
12,4,1:24.374,,,herbert,team_lotus,1994,12
2,5,1:24.502,,,coulthard,williams,1994,12
26,6,1:25.455,,,panis,ligier,1994,12
7,7,1:25.528,,,hakkinen,mclaren,1994,12
29,8,1:25.540,,,cesaris,sauber,1994,12
15,9,1:25.568,,,irvine,jordan,1994,12
6,10,1:25.618,,,verstappen,benetton,1994,12
30,11,1:25.628,,,frentzen,sauber,1994,12
25,12,1:25.718,,,bernard,ligier,1994,12
11,13,1:25.733,,,zanardi,team_lotus,1994,12
3,14,1:25.889,,,katayama,tyrrell,1994,12
8,15,1:25.933,,,brundle,mclaren,1994,12
14,16,1:25.946,,,barrichello,jordan,1994,12
10,17,1:26.002,,,morbidelli,footwork,1994,12
23,18,1:26.056,,,martini,minardi,1994,12
9,19,1:26.337,,,fittipaldi,footwork,1994,12
5,20,1:26.384,,,lehto,benetton,1994,12
4,21,1:26.574,,,blundell,tyrrell,1994,12
24,22,1:26.832,,,alboreto,minardi,1994,12
19,23,1:27.846,,,dalmas,larrousse,1994,12
20,24,1:27.894,,,comas,larrousse,1994,12
32,25,1:28.353,,,gounon,simtek,1994,12
31,26,1:28.619,,,brabham,simtek,1994,12
5,1,1:18.111,,,damon_hill,williams,1996,2
11,2,1:19.092,,,barrichello,jordan,1996,2
6,3,1:19.254,,,villeneuve,williams,1996,2
1,4,1:19.474,,,michael_schumacher,ferrari,1996,2
3,5,1:19.484,,,alesi,benetton,1996,2
12,6,1:19.519,,,brundle,jordan,1996,2
7,7,1:19.607,,,hakkinen,mclaren,1996,2
4,8,1:19.762,,,berger,benetton,1996,2
15,9,1:19.799,,,frentzen,sauber,1996,2
2,10,1:19.951,,,irvine,ferrari,1996,2
19,11,1:20.000,,,salo,tyrrell,1996,2
14,12,1:20.144,,,herbert,sauber,1996,2
17,13,1:20.157,,,verstappen,footwork,1996,2
8,14,1:20.167,,,coulthard,mclaren,1996,2
9,15,1:20.426,,,panis,ligier,1996,2
18,16,1:20.427,,,katayama,tyrrell,1996,2
16,17,1:20.440,,,rosset,footwork,1996,2
20,18,1:21.491,,,lamy,minardi,1996,2
22,19,1:23.174,,,badoer,forti,1996,2
23,20,1:23.454,,,montermini,forti,1996,2
21,21,,,,marques,minardi,1996,2
10,22,,,,diniz,ligier,1996,2
1,1,1:15.350,1:14.726,1:14.942,alonso,renault,2006,9
2,2,1:15.917,1:15.295,1:15.178,fisichella,renault,2006,9
3,3,1:15.376,1:15.273,1:15.386,raikkonen,mclaren,2006,9
8,4,1:16.455,1:15.506,1:15.968,trulli,toyota,2006,9
5,5,1:15.716,1:15.139,1:15.986,michael_schumacher,ferrari,2006,9
10,6,1:16.404,1:15.269,1:16.012,rosberg,williams,2006,9
4,7,1:16.251,1:15.253,1:16.228,montoya,mclaren,2006,9
12,8,1:16.594,1:15.814,1:16.608,button,honda,2006,9
11,9,1:16.735,1:15.601,1:16.912,barrichello,honda,2006,9
6,10,1:16.259,1:15.555,1:17.209,massa,ferrari,2006,9
17,11,1:16.493,1:15.832,,villeneuve,bmw_sauber,2006,9
15,12,1:16.585,1:15.833,,klien,red_bull,2006,9
16,13,1:15.906,1:15.885,,heidfeld,bmw_sauber,2006,9
7,14,1:16.702,1:15.888,,ralf_schumacher,toyota,2006,9
20,15,1:16.581,1:16.116,,liuzzi,toro_rosso,2006,9
14,16,1:16.514,1:16.301,,coulthard,red_bull,2006,9
9,17,1:16.985,,,webber,williams,2006,9
21,18,1:17.016,,,speed,toro_rosso,2006,9
18,19,1:17.121,,,monteiro,mf1,2006,9
19,20,1:17.140,,,albers,mf1,2006,9
22,21,1:19.088,,,sato,super_aguri,2006,9
23,22,1:19.152,,,montagny,super_aguri,2006,9
1,1,2:03.029,2:03.317,1:48.298,vettel,red_bull,2011,12
3,2,2:03.008,2:02.823,1:48.730,hamilton,mclaren,2011,12
2,3,2:02.827,2:03.302,1:49.376,webber,red_bull,2011,12
6,4,2:05.834,2:04.507,1:50.256,massa,ferrari,2011,12
8,5,2:05.091,2:03.723,1:50.552,rosberg,mercedes,2011,12
19,6,2:05.419,2:04.561,1:50.773,alguersuari,toro_rosso,2011,12
9,7,2:05.047,2:04.452,1:51.121,bruno_senna,renault,2011,12
5,8,2:04.450,2:02.768,1:51.251,alonso,ferrari,2011,12
17,9,2:06.284,2:04.625,1:51.374,perez,sauber,2011,12
10,10,2:05.292,2:03.466,1:52.303,petrov,renault,2011,12
18,11,2:04.744,2:04.692,,buemi,toro_rosso,2011,12
16,12,2:07.194,2:04.757,,kobayashi,sauber,2011,12
4,13,2:01.813,2:05.150,,button,mclaren,2011,12
11,14,2:05.720,2:07.349,,barrichello,williams,2011,12
14,15,2:06.000,2:07.777,,sutil,force_india,2011,12
12,16,2:05.621,2:08.106,,maldonado,williams,2011,12
20,17,2:06.780,2:08.354,,kovalainen,lotus_racing,2011,12
15,18,2:07.758,,,resta,force_india,2011,12
21,19,2:08.773,,,trulli,lotus_racing,2011,12
24,20,2:09.566,,,glock,virgin,2011,12
25,21,2:11.601,,,ambrosio,virgin,2011,12
23,22,2:11.616,,,liuzzi,hrt,2011,12
22,23,2:13.077,,,ricciardo,hrt,2011,12
1,1,1:44.128,1:43.951,1:44.360,alonso,renault,2006,16
2,2,1:44.378,1:44.336,1:44.992,fisichella,renault,2006,16
11,3,1:47.072,1:45.228,1:45.503,barrichello,honda,2006,16
12,4,1:45.809,1:44.662,1:45.503,button,honda,2006,16
3,5,1:44.909,1:45.622,1:45.754,raikkonen,mclaren,2006,16
5,6,1:47.366,1:45.660,1:45.775,michael_schumacher,ferrari,2006,16
4,7,1:44.808,1:45.095,1:45.877,rosa,mclaren,2006,16
16,8,1:46.249,1:45.055,1:46.053,heidfeld,bmw_sauber,2006,16
17,9,1:46.049,1:45.576,1:46.632,kubica,bmw_sauber,2006,16
15,10,1:46.387,1:45.747,1:48.021,doornbos,red_bull,2006,16
21,11,1:46.222,1:45.851,,speed,toro_rosso,2006,16
14,12,1:45.931,1:45.968,,coulthard,red_bull,2006,16
20,13,1:45.564,1:46.172,,liuzzi,toro_rosso,2006,16
9,14,1:48.560,1:46.413,,webber,williams,2006,16
10,15,1:47.535,1:47.419,,rosberg,williams,2006,16
7,16,1:48.894,,,ralf_schumacher,toyota,2006,16
8,17,1:49.098,,,trulli,toyota,2006,16
18,18,1:49.903,,,monteiro,spyker_mf1,2006,16
23,19,1:55.560,,,yamamoto,super_aguri,2006,16
6,20,1:47.231,1:45.970,,massa,ferrari,2006,16
22,21,1:50.326,,,sato,super_aguri,2006,16
19,22,1:49.542,,,albers,spyker_mf1,2006,16
44,1,1:34.444,1:33.046,1:32.850,hamilton,mercedes,2016,16
6,2,1:34.460,1:33.609,1:33.264,rosberg,mercedes,2016,16
33,3,1:35.443,1:33.775,1:33.420,max_verstappen,red_bull,2016,16
3,4,1:35.079,1:33.888,1:33.467,ricciardo,red_bull,2016,16
5,5,1:34.557,1:33.972,1:33.584,vettel,ferrari,2016,16
7,6,1:34.556,1:33.903,1:33.632,raikkonen,ferrari,2016,16
11,7,1:35.068,1:34.538,1:34.319,perez,force_india,2016,16
27,8,1:34.827,1:34.441,1:34.489,hulkenberg,force_india,2016,16
22,9,1:35.267,1:34.431,1:34.518,button,mclaren,2016,16
19,10,1:35.267,1:34.422,1:34.671,massa,williams,2016,16
77,11,1:35.166,1:34.577,,bottas,williams,2016,16
8,12,1:35.400,1:35.001,,grosjean,haas,2016,16
21,13,1:35.658,1:35.097,,gutierrez,haas,2016,16
20,14,1:35.593,1:35.277,,kevin_magnussen,renault,2016,16
26,15,1:35.695,1:35.369,,kvyat,toro_rosso,2016,16
55,16,1:35.605,1:35.374,,sainz,toro_rosso,2016,16
9,17,1:35.816,,,ericsson,sauber,2016,16
12,18,1:35.949,,,nasr,sauber,2016,16
30,19,1:35.999,,,jolyon_palmer,renault,2016,16
31,20,1:36.451,,,ocon,manor,2016,16
94,21,1:36.587,,,wehrlein,manor,2016,16
14,22,1:37.155,,,alonso,mclaren,2016,16
77,1,1:04.175,1:03.756,1:03.130,bottas,mercedes,2018,9
44,2,1:04.080,1:03.577,1:03.149,hamilton,mercedes,2018,9
5,3,1:04.347,1:03.544,1:03.464,vettel,ferrari,2018,9
7,4,1:04.234,1:03.975,1:03.660,raikkonen,ferrari,2018,9
33,5,1:04.273,1:04.001,1:03.840,max_verstappen,red_bull,2018,9
8,6,1:04.242,1:04.059,1:03.892,grosjean,haas,2018,9
3,7,1:04.723,1:04.403,1:03.996,ricciardo,red_bull,2018,9
20,8,1:04.460,1:04.291,1:04.051,kevin_magnussen,haas,2018,9
55,9,1:04.948,1:04.561,1:04.725,sainz,renault,2018,9
27,10,1:04.864,1:04.676,1:05.019,hulkenberg,renault,2018,9
31,11,1:05.148,1:04.845,,ocon,force_india,2018,9
10,12,1:05.011,1:04.874,,gasly,toro_rosso,2018,9
16,13,1:04.967,1:04.979,,leclerc,sauber,2018,9
14,14,1:04.965,1:05.058,,alonso,mclaren,2018,9
18,15,1:05.264,1:05.286,,stroll,williams,2018,9
2,16,1:05.271,,,vandoorne,mclaren,2018,9
11,17,1:05.279,,,perez,force_india,2018,9
35,18,1:05.322,,,sirotkin,williams,2018,9
28,19,1:05.366,,,brendon_hartley,toro_rosso,2018,9
9,20,1:05.479,,,ericsson,sauber,2018,9
3,1,1:16.525,,,villeneuve,williams,1997,6
4,2,1:16.791,,,frentzen,williams,1997,6
10,3,1:17.521,,,coulthard,mclaren,1997,6
7,4,1:17.717,,,alesi,benetton,1997,6
10,5,1:17.737,,,hakkinen,mclaren,1997,6
8,6,1:18.041,,,berger,benetton,1997,6
5,7,1:18.313,,,michael_schumacher,ferrari,1997,6
12,8,1:18.385,,,fisichella,jordan,1997,6
11,9,1:18.423,,,ralf_schumacher,jordan,1997,6
16,10,1:18.494,,,herbert,sauber,1997,6
6,11,1:18.873,,,irvine,ferrari,1997,6
14,12,1:19.157,,,panis,prost,1997,6
17,13,1:19.323,,,morbidelli,sauber,1997,6
18,14,1:20.079,,,salo,tyrrell,1997,6
1,15,1:20.089,,,damon_hill,arrows,1997,6
15,16,1:20.103,,,nakano,prost,1997,6
22,17,1:20.255,,,barrichello,stewart,1997,6
21,18,1:20.452,,,trulli,minardi,1997,6
19,19,1:20.582,,,verstappen,tyrrell,1997,6
20,20,1:20.672,,,katayama,minardi,1997,6
2,21,1:21.029,,,diniz,arrows,1997,6
23,22,1:21.060,,,magnussen,stewart,1997,6
44,1,1:22.890,1:22.285,1:22.020,hamilton,mercedes,2015,10
6,2,1:22.979,1:22.775,1:22.595,rosberg,mercedes,2015,10
5,3,1:23.312,1:23.168,1:22.739,vettel,ferrari,2015,10
3,4,1:24.408,1:23.230,1:22.774,ricciardo,red_bull,2015,10
7,5,1:23.596,1:23.460,1:23.020,raikkonen,ferrari,2015,10
77,6,1:23.649,1:23.555,1:23.222,bottas,williams,2015,10
26,7,1:23.587,1:23.597,1:23.332,kvyat,red_bull,2015,10
19,8,1:23.895,1:23.598,1:23.537,massa,williams,2015,10
33,9,1:24.032,1:23.781,1:23.679,max_verstappen,toro_rosso,2015,10
8,10,1:24.242,1:23.805,1:24.181,grosjean,lotus_f1,2015,10
27,11,1:24.115,1:23.826,,hulkenberg,force_india,2015,10
55,12,1:24.623,1:23.869,,sainz,toro_rosso,2015,10
11,13,1:24.444,1:24.461,,perez,force_india,2015,10
13,14,1:23.895,1:24.609,,maldonado,lotus_f1,2015,10
14,15,1:24.563,,,alonso,mclaren,2015,10
22,16,1:24.739,,,button,mclaren,2015,10
9,17,1:24.843,,,ericsson,sauber,2015,10
12,18,1:24.997,,,nasr,sauber,2015,10
98,19,1:27.416,,,merhi,manor,2015,10
28,20,1:27.949,,,stevens,manor,2015,10
6,1,1:40.380,1:35.179,1:35.766,rosberg,mercedes,2014,9
1,2,1:45.086,1:36.410,1:37.386,vettel,red_bull,2014,9
22,3,1:44.425,1:36.579,1:38.200,button,mclaren,2014,9
27,4,1:41.271,1:37.112,1:38.329,hulkenberg,force_india,2014,9
20,5,1:42.507,1:37.370,1:38.417,kevin_magnussen,mclaren,2014,9
44,6,1:41.058,1:34.870,1:39.232,hamilton,mercedes,2014,9
11,7,1:42.146,1:37.350,1:40.457,perez,force_india,2014,9
3,8,1:44.710,1:38.166,1:40.606,ricciardo,red_bull,2014,9
26,9,1:41.032,1:36.813,1:40.707,kvyat,toro_rosso,2014,9
25,10,1:43.040,1:37.800,1:40.855,vergne,toro_rosso,2014,9
8,11,1:43.121,1:38.496,,grosjean,lotus_f1,2014,9
17,12,1:41.169,1:38.709,,jules_bianchi,marussia,2014,9
4,13,1:42.082,1:39.800,,chilton,marussia,2014,9
21,14,1:43.285,1:40.912,,gutierrez,sauber,2014,9
13,15,1:43.892,1:44.018,,maldonado,lotus_f1,2014,9
99,16,1:42.603,,,sutil,sauber,2014,9
77,17,1:45.318,,,bottas,williams,2014,9
19,18,1:45.695,,,massa,williams,2014,9
14,19,1:45.935,,,alonso,ferrari,2014,9
7,20,1:46.684,,,raikkonen,ferrari,2014,9
9,21,1:49.421,,,ericsson,caterham,2014,9
10,22,1:49.625,,,kobayashi,caterham,2014,9
5,1,1:14.412,,,alonso,renault,2005,10
16,2,1:14.521,,,trulli,toyota,2005,10
9,3,1:14.559,,,raikkonen,mclaren,2005,10
1,4,1:14.572,,,michael_schumacher,ferrari,2005,10
4,5,1:14.655,,,sato,bar,2005,10
2,6,1:14.832,,,barrichello,ferrari,2005,10
6,7,1:14.887,,,fisichella,renault,2005,10
3,8,1:15.051,,,button,bar,2005,10
10,9,1:15.406,,,montoya,mclaren,2005,10
12,10,1:15.566,,,massa,sauber,2005,10
11,11,1:15.699,,,villeneuve,sauber,2005,10
17,12,1:15.771,,,ralf_schumacher,toyota,2005,10
7,13,1:15.885,,,webber,williams,2005,10
8,14,1:16.207,,,heidfeld,williams,2005,10
14,15,1:16.434,,,coulthard,red_bull,2005,10
15,16,1:16.547,,,klien,red_bull,2005,10
19,17,1:17.857,,,karthikeyan,jordan,2005,10
20,18,1:17.960,,,friesacher,minardi,2005,10
18,19,1:18.047,,,monteiro,jordan,2005,10
21,20,1:18.335,,,albers,minardi,2005,10
4,1,1:48.285,1:46.665,1:46.362,hamilton,mclaren,2012,14
18,2,1:49.494,1:47.602,1:46.804,maldonado,williams,2012,14
1,3,1:48.240,1:46.791,1:46.905,vettel,red_bull,2012,14
3,4,1:49.381,1:47.661,1:46.939,button,mclaren,2012,14
5,5,1:49.391,1:47.567,1:47.216,alonso,ferrari,2012,14
11,6,1:48.028,1:47.667,1:47.241,resta,force_india,2012,14
2,7,1:48.717,1:47.513,1:47.475,webber,red_bull,2012,14
10,8,1:47.688,1:47.529,1:47.788,grosjean,lotus_f1,2012,14
7,9,1:49.546,1:47.823,,michael_schumacher,mercedes,2012,14
8,10,1:49.463,1:47.943,,rosberg,mercedes,2012,14
12,11,1:49.547,1:47.975,,hulkenberg,force_india,2012,14
9,12,1:48.169,1:48.261,,raikkonen,lotus_f1,2012,14
6,13,1:49.767,1:48.344,,massa,ferrari,2012,14
15,14,1:49.055,1:48.505,,perez,sauber,2012,14
16,15,1:49.023,1:48.774,,ricciardo,toro_rosso,2012,14
17,16,1:49.564,1:48.849,,vergne,toro_rosso,2012,14
19,17,1:49.809,,,bruno_senna,williams,2012,14
14,18,1:49.933,,,kobayashi,sauber,2012,14
21,19,1:50.846,,,petrov,caterham,2012,14
20,20,1:51.137,,,kovalainen,caterham,2012,14
24,21,1:51.370,,,glock,marussia,2012,14
25,22,1:51.762,,,pic,marussia,2012,14
23,23,1:52.372,,,karthikeyan,hrt,2012,14
22,24,1:53.355,,,rosa,hrt,2012,14
6,1,1:18.233,,,raikkonen,mclaren,2004,11
2,2,1:18.305,,,barrichello,ferrari,2004,11
9,3,1:18.580,,,button,bar,2004,11
1,4,1:18.710,,,michael_schumacher,ferrari,2004,11
7,5,1:18.715,,,trulli,renault,2004,11
8,6,1:18.811,,,alonso,renault,2004,11
5,7,1:19.148,,,coulthard,mclaren,2004,11
3,8,1:19.378,,,montoya,williams,2004,11
10,9,1:19.688,,,sato,bar,2004,11
14,10,1:20.004,,,webber,jaguar,2004,11
12,11,1:20.202,,,massa,sauber,2004,11
17,12,1:20.335,,,panis,toyota,2004,11
4,13,1:20.335,,,gene,williams,2004,11
16,14,1:20.545,,,matta,toyota,2004,11
15,15,1:21.559,,,klien,jaguar,2004,11
19,16,1:22.458,,,pantano,jordan,2004,11
18,17,1:22.677,,,heidfeld,jordan,2004,11
20,18,1:23.437,,,bruni,minardi,2004,11
21,19,1:24.117,,,baumgartner,minardi,2004,11
11,20,,,,fisichella,sauber,2004,11
4,1,1:12.275,,,ralf_schumacher,williams,2004,8
9,2,1:12.341,,,button,bar,2004,8
7,3,1:13.023,,,trulli,renault,2004,8
3,4,1:13.072,,,montoya,williams,2004,8
8,5,1:13.308,,,alonso,renault,2004,8
1,6,1:13.355,,,michael_schumacher,ferrari,2004,8
2,7,1:13.562,,,barrichello,ferrari,2004,8
6,8,1:13.595,,,raikkonen,mclaren,2004,8
5,9,1:13.681,,,coulthard,mclaren,2004,8
15,10,1:14.532,,,klien,jaguar,2004,8
11,11,1:14.674,,,fisichella,sauber,2004,8
16,12,1:14.851,,,matta,toyota,2004,8
17,13,1:14.891,,,panis,toyota,2004,8
14,14,1:15.148,,,webber,jaguar,2004,8
18,15,1:15.321,,,heidfeld,jordan,2004,8
19,16,1:16.323,,,glock,jordan,2004,8
10,17,1:17.004,,,sato,bar,2004,8
21,18,1:17.064,,,baumgartner,minardi,2004,8
12,19,,,,massa,sauber,2004,8
20,20,,,,bruni,minardi,2004,8
6,1,1:25.227,1:23.310,1:22.715,rosberg,mercedes,2014,11
1,2,1:25.662,1:23.606,1:23.201,vettel,red_bull,2014,11
77,3,1:25.690,1:23.776,1:23.354,bottas,williams,2014,11
3,4,1:25.495,1:23.676,1:23.391,ricciardo,red_bull,2014,11
14,5,1:26.087,1:24.249,1:23.909,alonso,ferrari,2014,11
19,6,1:26.592,1:24.030,1:24.223,massa,williams,2014,11
22,7,1:26.612,1:24.502,1:24.294,button,mclaren,2014,11
25,8,1:24.941,1:24.637,1:24.720,vergne,toro_rosso,2014,11
27,9,1:26.149,1:24.647,1:24.775,hulkenberg,force_india,2014,11
20,10,1:26.578,1:24.585,,kevin_magnussen,mclaren,2014,11
26,11,1:25.361,1:24.706,,kvyat,toro_rosso,2014,11
99,12,1:26.027,1:25.136,,sutil,sauber,2014,11
11,13,1:25.910,1:25.211,,perez,force_india,2014,11
21,14,1:25.709,1:25.260,,gutierrez,sauber,2014,11
8,15,1:26.136,1:25.337,,grosjean,lotus_f1,2014,11
17,16,1:26.728,1:27.419,,jules_bianchi,marussia,2014,11
7,17,1:26.792,,,raikkonen,ferrari,2014,11
10,18,1:27.139,,,kobayashi,caterham,2014,11
4,19,1:27.819,,,chilton,marussia,2014,11
9,20,1:28.643,,,ericsson,caterham,2014,11
44,21,,,,hamilton,mercedes,2014,11
13,22,,,,maldonado,lotus_f1,2014,11
2,1,1:21.548,,,senna,williams,1994,3
5,2,1:21.885,,,michael_schumacher,benetton,1994,3
28,3,1:22.113,,,berger,ferrari,1994,3
0,4,1:22.168,,,damon_hill,williams,1994,3
6,5,1:22.717,,,lehto,benetton,1994,3
27,6,1:22.841,,,larini,ferrari,1994,3
30,7,1:23.119,,,frentzen,sauber,1994,3
7,8,1:23.140,,,hakkinen,mclaren,1994,3
3,9,1:23.322,,,katayama,tyrrell,1994,3
29,10,1:23.347,,,wendlinger,sauber,1994,3
10,11,1:23.663,,,morbidelli,footwork,1994,3
4,12,1:23.703,,,blundell,tyrrell,1994,3
8,13,1:23.858,,,brundle,mclaren,1994,3
23,14,1:24.078,,,martini,minardi,1994,3
24,15,1:24.276,,,alboreto,minardi,1994,3
9,16,1:24.472,,,fittipaldi,footwork,1994,3
25,17,1:24.678,,,bernard,ligier,1994,3
20,18,1:24.852,,,comas,larrousse,1994,3
26,19,1:24.996,,,panis,ligier,1994,3
12,20,1:25.114,,,herbert,team_lotus,1994,3
15,21,1:25.234,,,cesaris,jordan,1994,3
11,22,1:25.295,,,lamy,team_lotus,1994,3
19,23,1:25.991,,,beretta,larrousse,1994,3
31,24,1:26.817,,,brabham,simtek,1994,3
34,25,1:27.143,,,gachot,pacific,1994,3
32,26,1:27.584,,,ratzenberger,simtek,1994,3
33,27,1:27.881,,,belmondo,pacific,1994,3
14,28,,,,barrichello,jordan,1994,3
6,1,1:11.670,,,raikkonen,mclaren,2003,15
2,2,1:11.794,,,barrichello,ferrari,2003,15
20,3,1:11.920,,,panis,toyota,2003,15
3,4,1:11.948,,,montoya,williams,2003,15
4,5,1:12.078,,,ralf_schumacher,williams,2003,15
8,6,1:12.087,,,alonso,renault,2003,15
1,7,1:12.194,,,michael_schumacher,ferrari,2003,15
5,8,1:12.297,,,coulthard,mclaren,2003,15
21,9,1:12.326,,,matta,toyota,2003,15
7,10,1:12.566,,,trulli,renault,2003,15
17,11,1:12.695,,,button,bar,2003,15
16,12,1:13.050,,,villeneuve,bar,2003,15
9,13,1:13.083,,,heidfeld,sauber,2003,15
14,14,1:13.269,,,webber,jaguar,2003,15
10,15,1:13.447,,,frentzen,sauber,2003,15
15,16,1:13.585,,,wilson,jaguar,2003,15
11,17,1:13.798,,,fisichella,jordan,2003,15
12,18,1:14.027,,,firman,jordan,2003,15
19,19,1:15.360,,,verstappen,minardi,2003,15
18,20,1:15.644,,,kiesa,minardi,2003,15
2,1,1:32.271,1:31.513,1:30.915,webber,red_bull,2013,15
1,2,1:32.397,1:31.290,1:31.089,vettel,red_bull,2013,15
10,3,1:32.340,1:31.636,1:31.253,hamilton,mercedes,2013,15
8,4,1:31.824,1:31.565,1:31.365,grosjean,lotus_f1,2013,15
4,5,1:31.994,1:31.668,1:31.378,massa,ferrari,2013,15
9,6,1:32.244,1:31.764,1:31.397,rosberg,mercedes,2013,15
11,7,1:32.465,1:31.848,1:31.644,hulkenberg,sauber,2013,15
3,8,1:32.371,1:31.828,1:31.665,alonso,ferrari,2013,15
7,9,1:32.377,1:31.662,1:31.684,raikkonen,lotus_f1,2013,15
5,10,1:32.606,1:31.838,1:31.827,button,mclaren,2013,15
6,11,1:32.718,1:31.989,,perez,mclaren,2013,15
14,12,1:32.286,1:31.992,,resta,force_india,2013,15
17,13,1:32.613,1:32.013,,bottas,williams,2013,15
12,14,1:32.673,1:32.063,,gutierrez,sauber,2013,15
16,15,1:32.875,1:32.093,,maldonado,williams,2013,15
19,16,1:32.804,1:32.485,,ricciardo,toro_rosso,2013,15
15,17,1:32.890,,,sutil,force_india,2013,15
18,18,1:33.357,,,vergne,toro_rosso,2013,15
23,19,1:34.320,,,chilton,marussia,2013,15
20,20,1:34.556,,,pic,caterham,2013,15
21,21,1:34.879,,,garde,caterham,2013,15
22,22,1:34.958,,,jules_bianchi,marussia,2013,15
6,1,1:57.352,1:47.253,1:45.778,webber,red_bull,2010,13
2,2,1:56.706,1:46.211,1:45.863,hamilton,mclaren,2010,13
11,3,1:56.041,1:47.320,1:46.100,kubica,renault,2010,13
